Version.[Version Name];Geo.[Country];Time.[Month];Inventory;Orders;Shipment;GDP;GDPClean;CPI;Year;E-Atlantic;E-Gulf;E-Non-Coast;E-Pacific;WS-Atlantic;WS-Gulf;WS-Non-Coast;WS-Pacific;WO-Atlantic;WO-Gulf;WO-Non-Coast;WO-Pacific;Covid_Cases;Covid_Deaths;Comp_Perc;Mob_Perc;Holiday;Flights_DelayTime_Weather;Flights_DelayTime_Weather_3MONTHS_DELAY;Num_Flights
CurrentWorkingView;USA;1/1/09;43406;18065;24494;3522117;3522117;96.8299355;2009;;;;;;;;;;;;;;;;;;5083.91;1445.04;532339
CurrentWorkingView;USA;1/2/09;43759;21021;23697;;3522117;97.31146428;2009;;;;;;;;;;;;;;;;;;2090.65;1951.39;488410
CurrentWorkingView;USA;1/3/09;41389;26616;28653;;3522117;97.54810129;2009;;;;;;;;;;;;;;;;;;3463.87;8337.09;557422
CurrentWorkingView;USA;1/4/09;42290;18885;25301;3598010;3598010;97.79161727;2009;;;;;;;;;;;;;;;;;;3702.37;5083.91;537793
CurrentWorkingView;USA;1/5/09;42296;19139;23824;;3598010;98.07411416;2009;;;;;;;;;;;;;;;;;;3401.92;2090.65;546832
CurrentWorkingView;USA;1/6/09;40203;25038;28137;;3598010;98.91656023;2009;;;;;;;;;;;;;;;;;;4630.26;3463.87;557594
CurrentWorkingView;USA;1/7/09;40548;19738;26392;3623204;3623204;98.75971943;2009;;;;;;;;;;;;;;;;;;4320.66;3702.37;580134
CurrentWorkingView;USA;1/8/09;40793;20064;25910;;3623204;98.98122267;2009;;;;;;;;;;;;;;;;;;3912.54;3401.92;568301
CurrentWorkingView;USA;1/9/09;40175;26417;28712;;3623204;99.04313351;2009;;;;;;;;;;;;;;;;;;1897.5;4630.26;510852
CurrentWorkingView;USA;1/10/09;40821;21317;28349;3734738;3734738;99.13852207;2009;;;;;;;;;;;;;;;;;;2768.31;4320.66;531799
CurrentWorkingView;USA;1/11/09;41276;21096;26595;;3734738;99.2086877;2009;;;;;;;;;;;;;;;;;;1044.2;3912.54;509540
CurrentWorkingView;USA;1/12/09;40195;26996;29411;;3734738;99.03396154;2009;;;;;;;;;;;;;;;;;;5548.98;1897.5;529269
CurrentWorkingView;USA;1/1/10;40450;18708;26044;3602418;3602418;99.37240748;2010;;;;;;;;;;;;;;;51.3;;2;3406.5;2768.31;521809
CurrentWorkingView;USA;1/2/10;41050;19870;23614;;3602418;99.39717182;2010;;;;;;;;;;;;;;;51.3;;1;3621.08;1044.2;483270
CurrentWorkingView;USA;1/3/10;39589;26292;28081;;3602418;99.80532479;2010;;;;;;;;;;;;;;;51.3;;;2995.45;5548.98;549262
CurrentWorkingView;USA;1/4/10;40391;20391;27508;3755370;3755370;99.97867515;2010;;;;;;;;;;;;;;;51.3;;;1747.3;3406.5;529330
CurrentWorkingView;USA;1/5/10;41234;20313;25482;;3755370;100.0561784;2010;;;;;;;;;;;;;;;51.3;;1;3259.06;3621.08;542747
CurrentWorkingView;USA;1/6/10;41334;24654;27539;;3755370;99.9584968;2010;;;;;;;;;;;;;;;51.3;;;4091.14;2995.45;551687
CurrentWorkingView;USA;1/7/10;42126;19425;27375;3793867;3793867;99.97959235;2010;;;;;;;;;;;;;;;51.3;;2;4481.12;1747.3;570788
CurrentWorkingView;USA;1/8/10;42854;21625;26574;;3793867;100.1176306;2010;;;;;;;;;;;;;;;51.3;;;2643.38;3259.06;569217
CurrentWorkingView;USA;1/9/10;41933;27714;29701;;3793867;100.1758727;2010;;;;;;;;;;;;;;;51.3;;1;2160.73;4091.14;526107
CurrentWorkingView;USA;1/10/10;43303;20196;28692;3897315;3897315;100.3006115;2010;;;;;;;;;;;;;;;51.3;;1;1689.55;4481.12;545519
CurrentWorkingView;USA;1/11/10;43642;21787;27588;;3897315;100.3428026;2010;;;;;;;;;;;;;;;51.3;;2;1633.12;2643.38;520999
CurrentWorkingView;USA;1/12/10;41918;29225;30157;;3897315;100.5152358;2010;;;;;;;;;;;;;;;51.3;;1;4125.61;2160.73;539382
CurrentWorkingView;USA;1/1/11;43150;20285;26299;3764835;3764835;100.994013;2011;;;;;;;;;;;;;;;54.2;;2;2951.02;1689.55;494400
CurrentWorkingView;USA;1/2/11;44224;21891;24527;;3764835;101.4920513;2011;;;;;;;;;;;;;;;54.2;;1;3133.58;1633.12;455516
CurrentWorkingView;USA;1/3/11;43777;26451;29024;;3764835;102.4817076;2011;;;;;;;;;;;;;;;54.2;;;1684.98;4125.61;526687
CurrentWorkingView;USA;1/4/11;44870;20681;27955;3893028;3893028;103.1416314;2011;;;;;;;;;;;;;;;54.2;;;2804.14;2951.02;507024
CurrentWorkingView;USA;1/5/11;45669;21465;26420;;3893028;103.6268289;2011;;;;;;;;;;;;;;;54.2;;1;3551.65;3133.58;520612
CurrentWorkingView;USA;1/6/11;44839;26462;29557;;3893028;103.515848;2011;;;;;;;;;;;;;;;54.2;;;3529.58;1684.98;528588
CurrentWorkingView;USA;1/7/11;46055;19645;26285;3927583;3927583;103.6075678;2011;;;;;;;;;;;;;;;54.2;;1;3520.75;2804.14;547219
CurrentWorkingView;USA;1/8/11;46489;22267;27752;;3927583;103.8932749;2011;;;;;;;;;;;;;;;54.2;;;3808.9;3551.65;541442
CurrentWorkingView;USA;1/9/11;45055;28090;30115;;3927583;104.0510329;2011;;;;;;;;;;;;;;;54.2;;1;1790.13;3529.58;487468
CurrentWorkingView;USA;1/10/11;45865;22926;28781;4014288;4014288;103.8364086;2011;;;;;;;;;;;;;;;54.2;;1;1322.86;3520.75;504397
CurrentWorkingView;USA;1/11/11;46005;21642;26634;;4014288;103.7488162;2011;;;;;;;;;;;;;;;54.2;;2;1222.84;3808.9;478040
CurrentWorkingView;USA;1/12/11;43880;28870;29602;;4014288;103.4929181;2011;;;;;;;;;;;;;;;54.2;;1;1642.61;1790.13;493888
CurrentWorkingView;USA;1/1/12;45134;19119;25480;3960259;3960259;103.9483067;2012;;;;;;;;;;;;;;;57.4;;3;2657.77;1322.86;486133
CurrentWorkingView;USA;1/2/12;45195;22668;24999;;3960259;104.4059884;2012;;;;;;;;;;;;;;;57.4;;1;1628;1222.84;464826
CurrentWorkingView;USA;1/3/12;44771;26428;28012;;3960259;105.1989058;2012;;;;;;;;;;;;;;;57.4;;;2656.83;1642.61;521628
CurrentWorkingView;USA;1/4/12;45470;21219;25454;4047165;4047165;105.5167148;2012;;;;;;;;;;;;;;;57.4;;;1960.63;2657.77;505218
CurrentWorkingView;USA;1/5/12;45401;21800;25753;;4047165;105.3928931;2012;;;;;;;;;;;;;;;57.4;;1;3020.23;1628;518423
CurrentWorkingView;USA;1/6/12;43746;24310;28676;;4047165;105.2383453;2012;;;;;;;;;;;;;;;57.4;;;2612.5;2656.83;526933
CurrentWorkingView;USA;1/7/12;44931;18496;24340;4086346;4086346;105.0668293;2012;;;;;;;;;;;;;;;57.4;;1;4461.19;1960.63;545131
CurrentWorkingView;USA;1/8/12;45166;19452;23780;;4086346;105.6515428;2012;;;;;;;;;;;;;;;57.4;;;2874.02;3020.23;540793
CurrentWorkingView;USA;1/9/12;43970;24708;27554;;4086346;106.1229825;2012;;;;;;;;;;;;;;;57.4;;1;1650.18;2612.5;490199
CurrentWorkingView;USA;1/10/12;44552;19972;25704;4160201;4160201;106.0817086;2012;;;;;;;;;;;;;;;57.4;;1;1286.92;4461.19;515254
CurrentWorkingView;USA;1/11/12;44765;19739;24683;;4160201;105.5790842;2012;;;;;;;;;;;;;;;57.4;;3;1067.99;2874.02;488006
CurrentWorkingView;USA;1/12/12;42537;27334;29153;;4160201;105.2947529;2012;;;;;;;;;;;;;;;57.4;;1;2923.2;1650.18;494218
CurrentWorkingView;USA;1/1/13;43707;17217;22273;4065318;4065318;105.6061416;2013;;;;;;;;;;;;;;;59;;2;2792.01;1286.92;509519
CurrentWorkingView;USA;1/2/13;43515;18645;22505;;4065318;106.471059;2013;;;;;;;;;;;;;;;59;;1;2619.08;1067.99;469746
CurrentWorkingView;USA;1/3/13;42286;23081;28339;;4065318;106.7494285;2013;;;;;;;;;;;;;;;59;;;2621.12;2923.2;552312
CurrentWorkingView;USA;1/4/13;43144;19374;24128;4177428;4177428;106.6384476;2013;;;;;;;;;;;;;;;59;;;3015.98;2792.01;536393
CurrentWorkingView;USA;1/5/13;43637;20588;24459;;4177428;106.8283075;2013;;;;;;;;;;;;;;;59;;1;3212.35;2619.08;548642
CurrentWorkingView;USA;1/6/13;42946;24870;28959;;4177428;107.0846642;2013;;;;;;;;;;;;;;;59;;;5730.93;2621.12;552141
CurrentWorkingView;USA;1/7/13;43690;18068;23958;4249371;4249371;107.1268553;2013;;;;;;;;;;;;;;;59;;1;4361.41;3015.98;571623
CurrentWorkingView;USA;1/8/13;43556;18600;24994;;4249371;107.2557216;2013;;;;;;;;;;;;;;;59;;;2754.72;3212.35;562921
CurrentWorkingView;USA;1/9/13;42740;25096;29381;;4249371;107.3804605;2013;;;;;;;;;;;;;;;59;;1;2064.41;5730.93;510806
CurrentWorkingView;USA;1/10/13;42945;20263;25457;4351081;4351081;107.1039254;2013;;;;;;;;;;;;;;;59;;1;1171.89;4361.41;535344
CurrentWorkingView;USA;1/11/13;43163;20107;25223;;4351081;106.8851737;2013;;;;;;;;;;;;;;;59;;2;1557.64;2754.72;503296
CurrentWorkingView;USA;1/12/13;41764;25216;29738;;4351081;106.8760018;2013;;;;;;;;;;;;;;;59;;1;4915.47;2064.41;516739
CurrentWorkingView;USA;1/1/14;42320;17767;23220;4203940;4203940;107.2736069;2014;;;;;;;;;;;;;;;59.7;;2;5959.57;1171.89;471949
CurrentWorkingView;USA;1/2/14;42713;19438;22473;;4203940;107.6702949;2014;;;;;;;;;;;;;;;59.7;;1;3185.67;1557.64;430602
CurrentWorkingView;USA;1/3/14;41647;25249;28445;;4203940;108.3636964;2014;;;;;;;;;;;;;;;59.7;;;1966.47;4915.47;503758
CurrentWorkingView;USA;1/4/14;41961;19495;24247;4360754;4360754;108.7209449;2014;;;;;;;;;;;;;;;59.7;;;1935.74;5959.57;483499
CurrentWorkingView;USA;1/5/14;43050;19536;23929;;4360754;109.1006647;2014;;;;;;;;;;;;;;;59.7;;1;2834.86;3185.67;499278
CurrentWorkingView;USA;1/6/14;41765;25422;29304;;4360754;109.303824;2014;;;;;;;;;;;;;;;59.7;;;4507.15;1966.47;502617
CurrentWorkingView;USA;1/7/14;42429;18616;24748;4454942;4454942;109.2611743;2014;;;;;;;;;;;;;;;59.7;;1;3663.27;1935.74;520880
CurrentWorkingView;USA;1/8/14;42786;19976;24964;;4454942;109.078652;2014;;;;;;;;;;;;;;;59.7;;;3432.33;2834.86;507491
CurrentWorkingView;USA;1/9/14;41577;24933;28167;;4454942;109.1607412;2014;;;;;;;;;;;;;;;59.7;;1;1824.5;4507.15;469489
CurrentWorkingView;USA;1/10/14;42304;19609;24635;4531052;4531052;108.8864991;2014;;;;;;;;;;;;;;;59.7;;1;1654.33;3663.27;491011
CurrentWorkingView;USA;1/11/14;42037;18474;23517;;4531052;108.2985754;2014;;;;;;;;;;;;;;;59.7;;2;2129.55;3432.33;462054
CurrentWorkingView;USA;1/12/14;40319;24152;28154;;4531052;107.6845115;2014;;;;;;;;;;;;;;;59.7;;1;1941.94;1824.5;477183
CurrentWorkingView;USA;1/1/15;41719;16465;21462;4389973;4389973;107.1777598;2015;;;;;;;;;;;;;;;60.5;95.8;2;3311.58;1654.33;469968
CurrentWorkingView;USA;1/2/15;42808;17551;21357;;4389973;107.6432376;2015;;;;;;;;;;;;;;;60.5;95.8;1;4580.42;2129.55;429191
CurrentWorkingView;USA;1/3/15;42083;24801;27563;;4389973;108.2839002;2015;;;;;;;;;;;;;;;60.5;95.8;;2348.12;1941.94;504312
CurrentWorkingView;USA;1/4/15;43317;18849;23848;4556248;4556248;108.5040276;2015;;;;;;;;;;;;;;;60.5;95.8;;2772.98;3311.58;485151
CurrentWorkingView;USA;1/5/15;43826;18872;23368;;4556248;109.0570978;2015;;;;;;;;;;;;;;;60.5;95.8;1;3639.07;4580.42;496993
CurrentWorkingView;USA;1/6/15;43404;24007;28627;;4556248;109.4391107;2015;;;;;;;;;;;;;;;60.5;95.8;;4362.28;2348.12;503897
CurrentWorkingView;USA;1/7/15;44342;18543;23970;4605088;4605088;109.4464483;2015;;;;;;;;;;;;;;;60.5;95.8;2;3246.54;2772.98;520718
CurrentWorkingView;USA;1/8/15;44392;19361;25274;;4605088;109.2914419;2015;;;;;;;;;;;;;;;60.5;95.8;;3453.29;3639.07;510536
CurrentWorkingView;USA;1/9/15;42856;23804;28170;;4605088;109.1213017;2015;;;;;;;;;;;;;;;60.5;95.8;1;2021.54;4362.28;464946
CurrentWorkingView;USA;1/10/15;43531;19163;24949;4654715;4654715;109.0722316;2015;;;;;;;;;;;;;;;60.5;95.8;1;1166.03;3246.54;486165
CurrentWorkingView;USA;1/11/15;43510;18944;25014;;4654715;108.842015;2015;;;;;;;;;;;;;;;60.5;95.8;2;1985.02;3453.29;467972
CurrentWorkingView;USA;1/12/15;42062;24510;28087;;4654715;108.4700913;2015;;;;;;;;;;;;;;;60.5;95.8;2;3149.84;2021.54;479230
CurrentWorkingView;USA;1/1/16;43001;17725;21948;4496788;4496788;108.6494035;2016;;;;;;;;;;;;;;;61.7;95.9;2;2243.19;1166.03;445827
CurrentWorkingView;USA;1/2/16;43681;19608;22150;;4496788;108.7388303;2016;;;;;;;;;;;;;;;61.7;95.9;1;2021.63;1985.02;423889
CurrentWorkingView;USA;1/3/16;43109;24449;27002;;4496788;109.2070597;2016;;;;;;;;;;;;;;;61.7;95.9;;2169.28;3149.84;479122
CurrentWorkingView;USA;1/4/16;43984;19879;22785;4666051;4666051;109.7248178;2016;;;;;;;;;;;;;;;61.7;95.9;;1584.88;2243.19;461630
CurrentWorkingView;USA;1/5/16;44309;20425;23280;;4666051;110.1687414;2016;;;;;;;;;;;;;;;61.7;95.9;1;2483.57;2021.63;479358
CurrentWorkingView;USA;1/6/16;43247;24601;27655;;4666051;110.5305759;2016;;;;;;;;;;;;;;;61.7;95.9;;3336.74;2169.28;487637
CurrentWorkingView;USA;1/7/16;44090;19160;23583;4720618;4720618;110.3517224;2016;;;;;;;;;;;;;;;61.7;95.9;1;4343.36;1584.88;502457
CurrentWorkingView;USA;1/8/16;44403;20208;25476;;4720618;110.4530727;2016;;;;;;;;;;;;;;;61.7;95.9;;3314.6;2483.57;498347
CurrentWorkingView;USA;1/9/16;42906;24646;27705;;4720618;110.7186015;2016;;;;;;;;;;;;;;;61.7;95.9;1;1937.69;3336.74;454878
CurrentWorkingView;USA;1/10/16;43526;20115;25317;4811649;4811649;110.8566397;2016;;;;;;;;;;;;;;;61.7;95.9;1;846.28;4343.36;472626
CurrentWorkingView;USA;1/11/16;43457;19530;25412;;4811649;110.6842065;2016;;;;;;;;;;;;;;;61.7;95.9;2;1172.75;3314.6;450938
CurrentWorkingView;USA;1/12/16;41677;25222;28502;;4811649;110.7204359;2016;;;;;;;;;;;;;;;61.7;95.9;2;3204.45;1937.69;460949
CurrentWorkingView;USA;1/1/17;43099;18340;23410;4647311;4647311;111.3656844;2017;;;;;;;;;;;;;;;61.5;96.2;3;3249.44;846.28;450017
CurrentWorkingView;USA;1/2/17;43927;19618;21940;;4647311;111.7160539;2017;;;;;;;;;;;;;;;61.5;96.2;1;1906.7;1172.75;410517
CurrentWorkingView;USA;1/3/17;42967;24258;27124;;4647311;111.8068565;2017;;;;;;;;;;;;;;;61.5;96.2;;1966.55;3204.45;488597
CurrentWorkingView;USA;1/4/17;43861;19624;22819;4857936;4857936;112.1384235;2017;;;;;;;;;;;;;;;61.5;96.2;;2967.65;3249.44;468329
CurrentWorkingView;USA;1/5/17;44424;20029;23687;;4857936;112.2342706;2017;;;;;;;;;;;;;;;61.5;96.2;1;1823.45;1906.7;486483
CurrentWorkingView;USA;1/6/17;43647;23712;27757;;4857936;112.3360796;2017;;;;;;;;;;;;;;;61.5;96.2;;3452.46;1966.55;494266
CurrentWorkingView;USA;1/7/17;44506;19751;23890;4920944;4920944;112.2585764;2017;;;;;;;;;;;;;;;61.5;96.2;1;4196.47;2967.65;509070
CurrentWorkingView;USA;1/8/17;44915;20616;25917;;4920944;112.5947293;2017;;;;;;;;;;;;;;;61.5;96.2;;3123.87;1823.45;510451
CurrentWorkingView;USA;1/9/17;43802;25687;28411;;4920944;113.1909078;2017;;;;;;;;;;;;;;;61.5;96.2;1;1452.73;3452.46;458727
CurrentWorkingView;USA;1/10/17;44605;21390;25970;5050987;5050987;113.1193664;2017;;;;;;;;;;;;;;;61.5;96.2;1;1133.18;4196.47;479797
CurrentWorkingView;USA;1/11/17;44458;21737;26510;;5050987;113.122118;2017;;;;;;;;;;;;;;;61.5;96.2;3;705.4;3123.87;454162
CurrentWorkingView;USA;1/12/17;42829;25834;28857;;5050987;113.0556212;2017;;;;;;;;;;;;;;;61.5;96.2;2;2602.6;1452.73;464205
CurrentWorkingView;USA;1/1/18;44175;18765;23873;4923798;4923798;113.6715194;2018;0;0;0;42;;;;;;;;;;;61.2;96.1;2;3433.24;1133.18;494577
CurrentWorkingView;USA;1/2/18;45629;19918;22898;;4923798;114.1869845;2018;0;1;0;42;;;;;;;;;;;61.2;96.1;1;1993.32;705.4;398713
CurrentWorkingView;USA;1/3/18;44672;24718;27413;;4923798;114.4451757;2018;0;0;0;32;;;;;;;;;;;61.2;96.1;;1491.84;2602.6;474578
CurrentWorkingView;USA;1/4/18;45820;20435;24079;5135597;5135597;114.9001057;2018;0;0;0;27;;;;;;;;;;;61.2;96.1;;2058.3;3433.24;517442
CurrentWorkingView;USA;1/5/18;46317;21199;24724;;5135597;115.3779657;2018;0;1;0;60;;;;;;;;;;;61.2;96.1;1;2899;1993.32;477393
CurrentWorkingView;USA;1/6/18;45607;24711;28455;;5135597;115.5618638;2018;0;0;0;41;;;;;;;;;;;61.2;96.1;;4253.67;1491.84;480609
